,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.city,Input.zipcode,Input.propertyTaxRate,Input.garageSpaces,Input.hasAssociation,Input.hasCooling,Input.hasGarage,Input.hasHeating,Input.hasSpa,Input.hasView,Input.homeType,Input.parkingSpaces,Input.yearBuilt,Input.latestPrice,Input.numPriceChanges,Input.numOfAccessibilityFeatures,Input.numOfAppliances,Input.numOfParkingFeatures,Input.numOfPatioAndPorchFeatures,Input.numOfSecurityFeatures,Input.numOfWaterfrontFeatures,Input.numOfWindowFeatures,Input.numOfCommunityFeatures,Input.lotSizeSqFt,Input.livingAreaSqFt,Input.numOfPrimarySchools,Input.numOfElementarySchools,Input.numOfMiddleSchools,Input.numOfHighSchools,Input.avgSchoolDistance,Input.avgSchoolRating,Input.avgSchoolSize,Input.MedianStudentsPerTeacher,Input.numOfBathrooms,Input.numOfBedrooms,Input.numOfStories,Input.homeImageJPG,Input.homeImage,Answer.answerPrice,Approve,Reject,zpid
854,854,3KG2UQJ0NQ59R8IHUWANPKQLV00QNN,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3QAVNHZ3EULU3C69JQ2OBC3EAJFLAA,A1WGEJVGY3DI13,Approved,Sun Apr 25 21:19:22 PDT 2021,Sun Apr 25 21:19:31 PDT 2021,Wed Apr 28 21:19:31 PDT 2021,Wed Apr 28 21:20:25 PDT 2021,,,9,100% (152/152),100% (152/152),100% (152/152),Austin,78728,1.98,2,0,0,0,0,0,1,0,2,1982,299900,3,0,4,2,1,1,0,1,0,6926.0,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2.0,3,1,29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,200000,,,29449407
855,855,3KG2UQJ0NQ59R8IHUWANPKQLV00QNN,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3R6P78PK7SSJWGRHEZWPTPOY2VLGTZ,AEJEQZNUYWFJ8,Approved,Mon Apr 26 15:38:55 PDT 2021,Mon Apr 26 15:41:47 PDT 2021,Thu Apr 29 15:41:47 PDT 2021,Thu Apr 29 15:42:37 PDT 2021,,,172,100% (10/10),100% (10/10),100% (10/10),Austin,78728,1.98,2,0,0,0,0,0,1,0,2,1982,299900,3,0,4,2,1,1,0,1,0,6926.0,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2.0,3,1,29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,300000,,,29449407
856,856,3KG2UQJ0NQ59R8IHUWANPKQLV00QNN,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3RXCAC0YIZ60YWZTB1LU2TSBOI18G3,AP8C8UAI5RVUQ,Approved,Mon Apr 26 15:42:37 PDT 2021,Mon Apr 26 15:43:05 PDT 2021,Thu Apr 29 15:43:05 PDT 2021,Thu Apr 29 15:43:37 PDT 2021,,,28,100% (26/26),100% (26/26),100% (26/26),Austin,78728,1.98,2,0,0,0,0,0,1,0,2,1982,299900,3,0,4,2,1,1,0,1,0,6926.0,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2.0,3,1,29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,175000,,,29449407
857,857,3KG2UQJ0NQ59R8IHUWANPKQLV00QNN,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3VZLGYJEYTRQ4EV691LB3ZPAQFIZX1,ADVCIFLB5A9B,Approved,Mon Apr 26 06:23:18 PDT 2021,Mon Apr 26 06:23:34 PDT 2021,Thu Apr 29 06:23:34 PDT 2021,Thu Apr 29 06:23:36 PDT 2021,,,16,100% (152/152),100% (152/152),100% (152/152),Austin,78728,1.98,2,0,0,0,0,0,1,0,2,1982,299900,3,0,4,2,1,1,0,1,0,6926.0,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2.0,3,1,29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,112000,,,29449407
858,858,3KG2UQJ0NQ59R8IHUWANPKQLV00QNN,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3WR9XG3T6BSGM21Q6VRNF4ZDNPG47B,A1JPCC3YC36VE7,Approved,Sun Apr 25 21:38:01 PDT 2021,Sun Apr 25 21:38:37 PDT 2021,Wed Apr 28 21:38:37 PDT 2021,Wed Apr 28 21:39:25 PDT 2021,,,36,100% (152/152),100% (152/152),100% (152/152),Austin,78728,1.98,2,0,0,0,0,0,1,0,2,1982,299900,3,0,4,2,1,1,0,1,0,6926.0,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2.0,3,1,29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,44567,,,29449407
859,859,3KG2UQJ0NQ59R8IHUWANPKQLV00QNN,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3XLBSAQ9ZCTWPZPFROHD90CMONY7ZB,A6DSEH12PFIOQ,Approved,Mon Apr 26 09:55:53 PDT 2021,Mon Apr 26 09:57:28 PDT 2021,Thu Apr 29 09:57:28 PDT 2021,Thu Apr 29 09:57:37 PDT 2021,,,95,100% (7/7),100% (7/7),100% (7/7),Austin,78728,1.98,2,0,0,0,0,0,1,0,2,1982,299900,3,0,4,2,1,1,0,1,0,6926.0,1447,1,0,1,1,3.166666667,5.333333333,1348,14,2.0,3,1,29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29449407_342a21abd1c25a539180f465de29195a-p_f.jpg,300000,,,29449407
860,860,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,31QTRG6Q21ULQFJARO9BVFU5IPEYP0,AXNAWKFN8HLJ7,Approved,Mon Apr 26 18:27:27 PDT 2021,Mon Apr 26 18:27:46 PDT 2021,Thu Apr 29 18:27:46 PDT 2021,Thu Apr 29 18:28:37 PDT 2021,,,19,100% (152/152),100% (152/152),100% (152/152),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,540100,,,29329925
861,861,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,32M8BPYGA13TN2B6KNXLFIMPRBRIG0,A3IQP2W3UW8485,Approved,Mon Apr 26 02:55:10 PDT 2021,Mon Apr 26 02:56:48 PDT 2021,Thu Apr 29 02:56:48 PDT 2021,Thu Apr 29 02:57:26 PDT 2021,,,98,100% (34/34),100% (34/34),100% (34/34),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,70000,,,29329925
862,862,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,33PPO7FEC3WQBI1FIXWD9XJSEK1IDI,A32K5W79SGJ9N3,Approved,Mon Apr 26 06:07:55 PDT 2021,Mon Apr 26 06:08:21 PDT 2021,Thu Apr 29 06:08:21 PDT 2021,Thu Apr 29 06:08:35 PDT 2021,,,26,100% (102/102),100% (102/102),100% (102/102),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,250000,,,29329925
863,863,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,37WLF8U1WX7IW4CO8D9BG7ODP34K66,A3KEULKC1AGXDF,Approved,Mon Apr 26 10:15:39 PDT 2021,Mon Apr 26 10:15:47 PDT 2021,Thu Apr 29 10:15:47 PDT 2021,Thu Apr 29 10:16:37 PDT 2021,,,8,100% (152/152),100% (152/152),100% (152/152),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,109000,,,29329925
864,864,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3DH6GAKTY66F4JLGEX7DMDWJSJRZYI,A1WGEJVGY3DI13,Approved,Sun Apr 25 21:34:11 PDT 2021,Sun Apr 25 21:34:17 PDT 2021,Wed Apr 28 21:34:17 PDT 2021,Wed Apr 28 21:34:26 PDT 2021,,,6,100% (152/152),100% (152/152),100% (152/152),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,250000,,,29329925
865,865,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3FFJ6VRIL95WCY0L6L8IUQZ9KTY0I9,A1RP234EJ8NH7K,Approved,Sun Apr 25 18:53:43 PDT 2021,Sun Apr 25 18:53:47 PDT 2021,Wed Apr 28 18:53:47 PDT 2021,Wed Apr 28 18:54:25 PDT 2021,,,4,100% (355/355),100% (152/152),100% (152/152),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,100000,,,29329925
866,866,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3HOSI13XH75937LTQJV2I03FMD9DDN,A1B0IPWXVZOKP2,Approved,Sun Apr 25 21:01:34 PDT 2021,Sun Apr 25 21:02:27 PDT 2021,Wed Apr 28 21:02:27 PDT 2021,Wed Apr 28 21:03:25 PDT 2021,,,53,100% (26/26),100% (26/26),100% (26/26),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,89000,,,29329925
868,868,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3I7DHKZYGVHBXEKW2J898OI8L9N5FE,A3T5UAYFKJBVTA,Approved,Sun Apr 25 20:13:20 PDT 2021,Sun Apr 25 20:18:59 PDT 2021,Wed Apr 28 20:18:59 PDT 2021,Wed Apr 28 20:19:25 PDT 2021,,,339,100% (152/152),100% (152/152),100% (152/152),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,550000,,,29329925
871,871,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3KRVW3HTZV2I9QAO02PUWPC9WWZSM6,ADVCIFLB5A9B,Approved,Mon Apr 26 06:30:04 PDT 2021,Mon Apr 26 06:30:16 PDT 2021,Thu Apr 29 06:30:16 PDT 2021,Thu Apr 29 06:30:36 PDT 2021,,,12,100% (152/152),100% (152/152),100% (152/152),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,69785,,,29329925
873,873,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3Q5C1WP23UIK7ZQOVKTOJMEEK2515G,A31SEVHODVLU2I,Approved,Mon Apr 26 11:33:22 PDT 2021,Mon Apr 26 11:33:52 PDT 2021,Thu Apr 29 11:33:52 PDT 2021,Thu Apr 29 11:34:37 PDT 2021,,,30,100% (22/22),100% (22/22),100% (22/22),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,190000,,,29329925
874,874,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3QBD8R3Z290N78TPNH8PQQL8DS5O4S,A1SBWRA0JBEFIM,Submitted,Wed Apr 28 13:59:04 PDT 2021,Wed Apr 28 13:59:24 PDT 2021,Sat May 01 13:59:24 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,375000,,,29329925
875,875,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3TOK3KHVJ1ZKQVB8PF6WT25I4IDO76,AV4P7N58PU55P,Approved,Mon Apr 26 07:45:37 PDT 2021,Mon Apr 26 07:45:50 PDT 2021,Thu Apr 29 07:45:50 PDT 2021,Thu Apr 29 07:46:37 PDT 2021,,,13,100% (63/63),100% (63/63),100% (63/63),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,181500,,,29329925
876,876,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3TXWC2NHN77326RUBTLPR36PW9B9SV,A22G8I9RALYLRB,Submitted,Wed Apr 28 18:32:12 PDT 2021,Wed Apr 28 18:32:18 PDT 2021,Sat May 01 18:32:18 PDT 2021,,,,6,100% (63/63),100% (63/63),100% (63/63),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,425000,,,29329925
878,878,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3U8YCDAGXXX9TWO4JTDR3SQVB3HQ04,A3I8MXQRV03UZP,Approved,Sun Apr 25 19:25:58 PDT 2021,Sun Apr 25 19:28:30 PDT 2021,Wed Apr 28 19:28:30 PDT 2021,Wed Apr 28 19:29:25 PDT 2021,,,152,100% (13/13),100% (13/13),100% (13/13),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,225000,,,29329925
879,879,34R0BODSQ8GG4GM6H5J11M1LLCD5E1,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,3VW6495TLRHFZTBBIB5U86NHM39YY4,A3D9F7UXIBNQCP,Submitted,Wed Apr 28 14:30:02 PDT 2021,Wed Apr 28 14:30:13 PDT 2021,Sat May 01 14:30:13 PDT 2021,,,,11,100% (22/22),100% (22/22),100% (22/22),Austin,78703,1.98,2,1,0,0,0,0,0,0,2,1926,775000,5,0,4,2,0,0,0,0,0,6098.0,1008,1,0,1,1,0.533333333,6.0,1189,16,1.0,3,1,29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29329925_c4fbe6032e37246b9558848d48d6ecdc-p_f.jpg,50000,,,29329925
880,880,3MNJFORX9IL8AUM2CG37J4MLXDS5FJ,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,32Q90QCQ102M9J53EVS9SVGQ65NKEU,AENE0ASEDKQB3,Submitted,Tue Apr 27 05:11:11 PDT 2021,Tue Apr 27 05:12:16 PDT 2021,Fri Apr 30 05:12:16 PDT 2021,,,,65,0% (0/0),0% (0/0),0% (0/0),Austin,78723,1.98,2,1,0,0,0,0,0,0,2,1959,524900,3,0,4,2,0,0,0,0,0,11325.6,1898,1,0,1,1,1.6,5.0,966,15,2.0,3,1,29402067_685a31e1979e59d698a7abc44ff2bfd4-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29402067_685a31e1979e59d698a7abc44ff2bfd4-p_f.jpg,589900,,,29402067
881,881,3MNJFORX9IL8AUM2CG37J4MLXDS5FJ,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,337RC3OW0DJEV097ULTK7ZHRVTHVLM,A1WGEJVGY3DI13,Approved,Sun Apr 25 21:36:22 PDT 2021,Sun Apr 25 21:36:28 PDT 2021,Wed Apr 28 21:36:28 PDT 2021,Wed Apr 28 21:37:25 PDT 2021,,,6,100% (152/152),100% (152/152),100% (152/152),Austin,78723,1.98,2,1,0,0,0,0,0,0,2,1959,524900,3,0,4,2,0,0,0,0,0,11325.6,1898,1,0,1,1,1.6,5.0,966,15,2.0,3,1,29402067_685a31e1979e59d698a7abc44ff2bfd4-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29402067_685a31e1979e59d698a7abc44ff2bfd4-p_f.jpg,250000,,,29402067
882,882,3MNJFORX9IL8AUM2CG37J4MLXDS5FJ,3GSIANI2Q0UZVBZ8ZINBEQHAFSZDPO,Guess home prices,"Guess the price of a home in Austin, TX","image, price, cost, home, photo, estimate, house",$0.02,Sun Apr 25 18:52:13 PDT 2021,20,BatchId:4420749;OriginalHitTemplateId:928390877;,3600,259200,Sun May 02 18:52:13 PDT 2021,,,354P56DE9SKZON31WWN5D7FJ187S70,A2UKF0QJ70KACC,Approved,Mon Apr 26 11:02:23 PDT 2021,Mon Apr 26 11:02:35 PDT 2021,Thu Apr 29 11:02:35 PDT 2021,Thu Apr 29 11:02:38 PDT 2021,,,12,100% (29/29),100% (29/29),100% (29/29),Austin,78723,1.98,2,1,0,0,0,0,0,0,2,1959,524900,3,0,4,2,0,0,0,0,0,11325.6,1898,1,0,1,1,1.6,5.0,966,15,2.0,3,1,29402067_685a31e1979e59d698a7abc44ff2bfd4-p_f.jpg,https://mturk-s3-austin-homes.s3.us-east-2.amazonaws.com/houses/29402067_685a31e1979e59d698a7abc44ff2bfd4-p_f.jpg,310000,,,29402067
